地点名,平均気温(℃),平年差(℃),気温階級,降水量(mm),平年比(%),降水量階級,日照時間(h),平年比(%),日照時間階級
南大東,28.7,+0.7,高い,41.0,72,多い,83.9,113,平年並
旧東,29.0,+0.6,／,50.0,94,／,／,／,／
北大東,29.6,+0.9,／,7.5,14,／,／,／,／
