地点名,平均気温(℃),平年差(℃),気温階級,降水量(mm),平年比(%),降水量階級,日照時間(h),平年比(%),日照時間階級
南大東,28.4,+0.2,平年並,7.0,47,平年並,96.4,99,平年並
旧東,28.8,+0.6,／,8.5,46,／,／,／,／
北大東,29.2,+0.9,／,1.5,8,／,／,／,／
