日,日降水量(mm),日最大1時間降水量(mm),日最大10分間降水量(mm),日平均気温(℃),日最高気温(℃),日最低気温(℃),日平均湿度(％),日最小湿度(％),日平均風速(m/s),日最大風速(m/s),日最大風向(16方位),日最大瞬間風速(m/s),日最大瞬間風向(16方位),日最多風向(16方位),日照時間(h),日降雪の深さ合計(cm),日最深積雪(cm)
1,66.5,34.0,15.5,20.6,22.7,17.6,///,///,6.2,15.4,北,20.6,北,北東,///,///,///
2,2.5,2.5,1.5,20.4,23.2,18.9,///,///,4.6,8.7,北,11.8,北,北,///,///,///
3,0.0,0.0,0.0,19.3,22.2,17.4,///,///,5.5,8.9,北,12.3,北北東,北,///,///,///
4,0.0,0.0,0.0,18.8,21.9,16.6,///,///,3.4,5.6,北,8.2,北北西,北北西,///,///,///
5,0.0,0.0,0.0,19.7,22.6,17.7,///,///,2.6,5.4,北東,8.7,北東,南東,///,///,///
6,8.5,1.5,0.5,18.6,20.8,16.2,///,///,2.4,5.4,南,8.2,南,北東,///,///,///
7,0.0,0.0,0.0,19.7,22.5,17.9,///,///,5.4,7.9,北北東,11.3,北,北北東,///,///,///
8,0.0,0.0,0.0,18.9,22.1,17.1,///,///,3.0,4.8,北東,7.2,東北東,北東,///,///,///
9,0.0,0.0,0.0,19.0,22.1,15.5,///,///,2.1,4.1,北北東,6.2,北東,東,///,///,///
10,63.5,25.0,6.5,20.4,22.4,17.8,///,///,2.2,9.0,北東,14.4,東北東,南東,///,///,///
11,0.0,0.5,0.0,20.4,23.5,18.1,///,///,3.4,6.8,東北東,12.3,東北東,北北東,///,///,///
12,0.0,0.0,0.0,21.2,24.3,15.9,///,///,2.6,6.8,南,10.3,南南東,南南東,///,///,///
13,7.5,2.5,1.5,18.7,24.7,14.4,///,///,5.7,10.7,南南西,15.4,南南西,北北西,///,///,///
14,1.0,1.0,0.5,17.6,20.4,15.5,///,///,1.9,4.2,南西,6.7,西,北北西,///,///,///
15,0.0,0.0,0.0,20.0,22.5,17.4,///,///,4.0,7.2,北西,11.3,西北西,北西,///,///,///
16,0.0,0.0,0.0,19.7,23.5,15.7,///,///,2.0,3.8,南東,6.2,南東,南東,///,///,///
17,0.0,0.0,0.0,21.4,25.5,19.3,///,///,3.5,6.3,南南東,9.8,南南東,南東,///,///,///
18,46.5,38.0,11.0,19.8,21.1,18.1,///,///,4.4,10.0,北,14.9,北,東北東,///,///,///
19,0.0,0.0,0.0,21.3,23.9,19.9,///,///,2.6,4.6,北東,7.2,東,東北東,///,///,///
20,2.5,2.5,2.5,23.0,26.2,20.8,///,///,3.7,7.9,南西,11.8,西南西,南西,///,///,///
21,0.5,0.5,0.5,22.3,24.4,20.7,///,///,2.3,4.8,北東,7.2,北東,北東,///,///,///
22,0.0,0.0,0.0,22.8,25.2,20.5,///,///,1.8,3.6,南東,5.7,東,南東,///,///,///
23,0.0,0.0,0.0,24.7,27.6,22.5,///,///,5.4,8.9,南西,12.9,西南西,南西,///,///,///
24,0.5,0.5,0.5,22.3,25.0,20.4,///,///,3.3,5.9,北北西,9.3,南西,北西,///,///,///
25,0.0,0.0,0.0,21.9,25.4,19.6,///,///,2.9,6.0,北,7.7,北,西北西,///,///,///
26,0.0,0.0,0.0,21.2,23.5,19.8,///,///,4.2,7.3,北北東,9.8,北,北北東,///,///,///
27,0.0,0.0,0.0,21.5,23.3,20.0,///,///,2.8,4.1,東,7.7,東,東,///,///,///
28,5.5,5.5,3.0,24.2,28.7,21.3,///,///,5.4,8.9,南南西,12.9,南南西,南西,///,///,///
29,0.0,0.0,0.0,22.2,25.2,20.0,///,///,4.8,7.1,北北東,9.8,北,北,///,///,///
30,0.0,0.0,0.0,21.8,24.7,18.6,///,///,2.8,4.3,北東,7.7,東南東,北東,///,///,///
