地点名,平均気温(℃),平年差(℃),気温階級,降水量(mm),平年比(%),降水量階級,日照時間(h),平年比(%),日照時間階級
南大東,28.4,-0.2,低い,199.0,539,かなり多い,59.2,66,かなり少ない
旧東,28.2,-0.5,／,166.5,370,／,／,／,／
北大東,28.5,-0.5,／,227.5,592,／,／,／,／
