地点名,平均気温(℃),平年差(℃),気温階級,降水量(mm),平年比(%),降水量階級,日照時間(h),平年比(%),日照時間階級
南大東,19.5,+0.0,平年並,134.5,160,多い,164.5,107,平年並
旧東,19.6,+0.1,／,132.0,189,／,／,／,／
北大東,19.7,+0.1,／,70.0,99,／,／,／,／
