日,日降水量(mm),日最大1時間降水量(mm),日最大10分間降水量(mm),日平均気温(℃),日最高気温(℃),日最低気温(℃),日平均湿度(％),日最小湿度(％),日平均風速(m/s),日最大風速(m/s),日最大風向(16方位),日最大瞬間風速(m/s),日最大瞬間風向(16方位),日最多風向(16方位),日照時間(h),日降雪の深さ合計(cm),日最深積雪(cm)
1,0.0,0.0,0.0,21.4,23.7,20.1,///,///,9.2,11.6,東南東,13.9,東,東,///,///,///
2,0.5,0.5,0.5,22.4,25.1,20.2,///,///,8.3,11.6,南東,14.4,南東,東南東,///,///,///
3,0.0,0.0,0.0,21.6,23.9,19.8,///,///,7.0,10.3,北北西,14.9,北北西,西北西,///,///,///
4,0.0,0.0,0.0,20.6,23.9,19.0,///,///,8.2,10.2,北東,13.9,東北東,北東,///,///,///
5,0.0,0.0,0.0,19.9,22.6,18.8,///,///,9.6,12.9,東,15.4,東,東北東,///,///,///
6,0.0,0.0,0.0,20.9,23.8,18.6,///,///,5.7,11.5,東,13.9,東,東南東,///,///,///
7,0.0,0.0,0.0,19.4,22.8,17.3,///,///,6.7,10.2,北,13.9,北北東,北,///,///,///
8,0.0,0.0,0.0,18.4,21.4,16.8,///,///,6.1,8.1,北,10.8,北,北北東,///,///,///
9,1.0,1.0,0.5,18.2,21.6,15.5,///,///,4.4,8.2,東北東,10.3,東北東,東,///,///,///
10,0.0,0.0,0.0,17.9,21.4,16.0,///,///,7.1,9.8,北北東,12.9,北東,北北東,///,///,///
11,0.0,0.0,0.0,18.5,21.8,16.2,///,///,7.1,9.8,東北東,12.3,東北東,東北東,///,///,///
12,4.0,4.0,2.0,18.1,21.7,12.9,///,///,5.2,8.5,東,12.3,北西,東北東,///,///,///
13,3.0,3.0,2.0,16.3,19.4,12.6,///,///,10.9,14.9,北北西,20.6,北北西,北北西,///,///,///
14,0.0,0.0,0.0,17.0,19.4,14.6,///,///,10.7,13.2,北,17.0,北,北,///,///,///
15,0.0,0.0,0.0,19.0,22.7,16.3,///,///,5.6,9.9,北北東,12.3,北北東,北,///,///,///
16,0.0,0.0,0.0,18.8,22.4,15.6,///,///,3.1,5.0,北,7.2,北,北,///,///,///
17,0.0,0.0,0.0,19.2,22.4,17.8,///,///,2.7,4.5,北,6.2,北北東,北,///,///,///
18,0.0,0.0,0.0,20.2,23.7,17.8,///,///,3.3,5.0,南,6.2,南,南南東,///,///,///
19,0.0,0.0,0.0,20.9,24.1,17.8,///,///,4.3,7.1,西南西,9.8,南西,南西,///,///,///
20,3.0,3.0,1.5,20.7,24.0,19.1,///,///,3.1,5.9,北東,7.7,東北東,北北東,///,///,///
21,0.0,0.0,0.0,20.9,23.6,19.6,///,///,5.7,7.9,東,8.7,東,東北東,///,///,///
22,0.0,0.0,0.0,22.0,25.2,20.3,///,///,5.8,8.1,東南東,9.3,南東,南東,///,///,///
23,0.0,0.0,0.0,22.0,25.6,20.1,///,///,3.7,6.1,西南西,8.2,西南西,南西,///,///,///
24,1.0,1.0,1.0,21.6,24.2,20.6,///,///,3.7,5.4,東,6.2,南南東,南南東,///,///,///
25,0.0,0.0,0.0,22.3,26.1,20.6,///,///,6.8,9.3,南西,12.9,西南西,南西,///,///,///
26,0.0,0.0,0.0,20.8,24.1,18.5,///,///,5.4,8.0,北西,10.8,北西,北西,///,///,///
27,0.0,0.0,0.0,20.2,23.6,17.5,///,///,3.3,5.5,北北西,9.3,北北西,北西,///,///,///
28,0.0,0.0,0.0,20.6,23.6,17.0,///,///,3.3,5.0,北北東,7.2,北,北,///,///,///
29,0.0,0.0,0.0,21.4,24.4,19.4,///,///,5.7,7.5,東南東,8.7,東南東,東,///,///,///
30,0.0,0.0,0.0,22.6,25.7,20.9,///,///,7.0,8.9,南南東,10.8,南南東,南南東,///,///,///
31,0.0,0.0,0.0,23.0,25.9,21.5,///,///,6.9,10.5,南南東,12.9,南南東,南,///,///,///
